"id","ceremony_id","category_id","year","result","recipients_json","film_tmdb_id","film_title","subject_title","film_release_year","film_poster_path","source_url","source_citation","scraped_at","scrape_version","verified_status","flags_json","notes"
"gg.best_motion_picture_drama.2023.the_fabelmans_unresolved","gg.2023","gg.best_motion_picture_drama","2023","won","[]","","The Fabelmans","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Drama section","2026-04-30T04:20:23.918565+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_drama.2023.avatar_the_way_of_water_unresolved","gg.2023","gg.best_motion_picture_drama","2023","nominated","[]","","Avatar: The Way of Water","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Drama section","2026-04-30T04:20:23.918565+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_drama.2023.elvis_unresolved","gg.2023","gg.best_motion_picture_drama","2023","nominated","[]","","Elvis","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Drama section","2026-04-30T04:20:23.918565+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_drama.2023.t_r_unresolved","gg.2023","gg.best_motion_picture_drama","2023","nominated","[]","","Tár","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Drama section","2026-04-30T04:20:23.918565+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_drama.2023.top_gun_maverick_unresolved","gg.2023","gg.best_motion_picture_drama","2023","nominated","[]","","Top Gun: Maverick","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Drama section","2026-04-30T04:20:23.918565+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_musical_comedy.2023.the_banshees_of_inisherin_unresolved","gg.2023","gg.best_motion_picture_musical_comedy","2023","won","[]","","The Banshees of Inisherin","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Musical or Comedy section","2026-04-30T04:20:23.918750+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_musical_comedy.2023.babylon_unresolved","gg.2023","gg.best_motion_picture_musical_comedy","2023","nominated","[]","","Babylon","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Musical or Comedy section","2026-04-30T04:20:23.918750+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_musical_comedy.2023.everything_everywhere_all_at_once_unresolved","gg.2023","gg.best_motion_picture_musical_comedy","2023","nominated","[]","","Everything Everywhere All at Once","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Musical or Comedy section","2026-04-30T04:20:23.918750+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_musical_comedy.2023.glass_onion_a_knives_out_mystery_unresolved","gg.2023","gg.best_motion_picture_musical_comedy","2023","nominated","[]","","Glass Onion: A Knives Out Mystery","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Musical or Comedy section","2026-04-30T04:20:23.918750+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_musical_comedy.2023.triangle_of_sadness_unresolved","gg.2023","gg.best_motion_picture_musical_comedy","2023","nominated","[]","","Triangle of Sadness","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Musical or Comedy section","2026-04-30T04:20:23.918750+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_animated.2023.guillermo_del_toro_s_pinocchio_unresolved","gg.2023","gg.best_motion_picture_animated","2023","won","[]","","Guillermo del Toro's Pinocchio","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Animated section","2026-04-30T04:20:23.918879+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_animated.2023.inu_oh_unresolved","gg.2023","gg.best_motion_picture_animated","2023","nominated","[]","","Inu-Oh","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Animated section","2026-04-30T04:20:23.918879+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_animated.2023.marcel_the_shell_with_shoes_on_unresolved","gg.2023","gg.best_motion_picture_animated","2023","nominated","[]","","Marcel the Shell with Shoes On","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Animated section","2026-04-30T04:20:23.918879+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
"gg.best_motion_picture_animated.2023.puss_in_boots_the_last_wish_unresolved","gg.2023","gg.best_motion_picture_animated","2023","nominated","[]","","Puss in Boots: The Last Wish","","","","https://en.wikipedia.org/wiki/80th_Golden_Globe_Awards","80th Golden Globe Awards Wikipedia article, Best Motion Picture – Animated section","2026-04-30T04:20:23.918879+00:00","scrape-gg-v1.0.0","auto_verified","[""single_source_wikipedia_only""]",""
