"id","ceremony_id","category_id","year","result","recipients_json","film_tmdb_id","film_title","subject_title","film_release_year","film_poster_path","source_url","source_citation","scraped_at","scrape_version","verified_status","flags_json","notes"
"oscar.best_picture.2000.bruce_cohen_unresolved","oscar.2000","oscar.best_picture","2000","won","[{""name"": ""Bruce Cohen"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Dan Jinks"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","American Beauty","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Picture section","2026-05-03T07:07:42.637077+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_picture.2000.richard_n_gladstein_unresolved","oscar.2000","oscar.best_picture","2000","nominated","[{""name"": ""Richard N. Gladstein"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Cider House Rules","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Picture section","2026-05-03T07:07:42.637077+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_picture.2000.frank_darabont_unresolved","oscar.2000","oscar.best_picture","2000","nominated","[{""name"": ""Frank Darabont"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""David Valdes"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Green Mile","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Picture section","2026-05-03T07:07:42.637077+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_picture.2000.pieter_jan_brugge_unresolved","oscar.2000","oscar.best_picture","2000","nominated","[{""name"": ""Pieter Jan Brugge"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Michael Mann"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Insider","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Picture section","2026-05-03T07:07:42.637077+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_picture.2000.frank_marshall_unresolved","oscar.2000","oscar.best_picture","2000","nominated","[{""name"": ""Frank Marshall"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Kathleen Kennedy"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Barry Mendel"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Sixth Sense","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Picture section","2026-05-03T07:07:42.637077+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_director.2000.sam_mendes_unresolved","oscar.2000","oscar.best_director","2000","won","[{""name"": ""Sam Mendes"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","American Beauty","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Director section","2026-05-03T07:07:42.637547+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_director.2000.lasse_hallstr_m_unresolved","oscar.2000","oscar.best_director","2000","nominated","[{""name"": ""Lasse Hallström"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Cider House Rules","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Director section","2026-05-03T07:07:42.637547+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_director.2000.spike_jonze_unresolved","oscar.2000","oscar.best_director","2000","nominated","[{""name"": ""Spike Jonze"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","Being John Malkovich","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Director section","2026-05-03T07:07:42.637547+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_director.2000.michael_mann_unresolved","oscar.2000","oscar.best_director","2000","nominated","[{""name"": ""Michael Mann"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Insider","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Director section","2026-05-03T07:07:42.637547+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
"oscar.best_director.2000.m_night_shyamalan_unresolved","oscar.2000","oscar.best_director","2000","nominated","[{""name"": ""M. Night Shyamalan"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","","The Sixth Sense","","","","https://en.wikipedia.org/wiki/72nd_Academy_Awards","72nd Academy Awards Wikipedia article, Best Director section","2026-05-03T07:07:42.637547+00:00","scrape-oscar-v1.2.0","auto_verified","[""wikipedia_dlu_agree""]",""
