year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2025,cannes.palme_dor,won,"[{""name"": ""Jafar Panahi"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",It Was Just an Accident,1456349,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.grand_prix,won,"[{""name"": ""Joachim Trier"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Sentimental Value,1124566,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.jury_prize,won,"[{""name"": ""Oliver Laxe"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Sirāt,1151272,true,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.jury_prize,won,"[{""name"": ""Mascha Schilinski"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Sound of Falling,1221061,true,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.jury_prize,won,"[{""name"": ""Simón Mesa Soto"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",A Poet,1465563,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_director,won,"[{""name"": ""Kleber Mendonça Filho"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",The Secret Agent,1220564,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_director,won,"[{""name"": ""Tarzan and Arab Nasser"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Once Upon a Time in Gaza,1309735,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_actor,won,"[{""name"": ""Wagner Moura"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",The Secret Agent,1220564,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_actor,won,"[{""name"": ""Frank Dillane"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Urchin,1283320,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_actress,won,"[{""name"": ""Nadia Melliti"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",The Little Sister,961077,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_actress,won,"[{""name"": ""Cleo Diára"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",I Only Rest in the Storm,1103551,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_screenplay,won,"[{""name"": ""Jean-Pierre and Luc Dardenne"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Young Mothers,1242015,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.best_screenplay,won,"[{""name"": ""Harry Lighton"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Pillion,1287141,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.camera_dor,won,"[{""name"": ""Hasan Hadi"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",The President's Cake,1464883,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
2025,cannes.short_film_palme_dor,won,"[{""name"": ""Tawfeek Barhom"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",I'm Glad You're Dead Now,1471255,false,auto_verified,,2026-05-03T12:52:19.271400+00:00
