year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2004,cannes.palme_dor,won,"[{""name"": ""Michael Moore"", ""role"": null, ""tmdb_person_id"": 17087, ""profile_path"": ""/m5YViuBUXfKAHNEUObGpzhzQPgE.jpg""}]",Fahrenheit 9/11,1777,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.grand_prix,won,"[{""name"": ""Park Chan-wook"", ""role"": null, ""tmdb_person_id"": 10099, ""profile_path"": null}]",Oldboy,670,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.jury_prize,won,"[{""name"": ""Apichatpong Weerasethakul"", ""role"": null, ""tmdb_person_id"": 69759, ""profile_path"": ""/zZyGqhaPNzeb88bHkYiCQHHXyhY.jpg""}]",Tropical Malady,11534,true,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.jury_prize,won,"[{""name"": ""Irma P. Hall"", ""role"": null, ""tmdb_person_id"": 43853, ""profile_path"": ""/kKLDJvpAE1uKLeTw5jUmBwPgqOd.jpg""}]",The Ladykillers,5516,true,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.best_director,won,"[{""name"": ""Tony Gatlif"", ""role"": null, ""tmdb_person_id"": 41040, ""profile_path"": null}]",Exils,18497,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.best_actor,won,"[{""name"": ""Yūya Yagira"", ""role"": null, ""tmdb_person_id"": 25648, ""profile_path"": ""/7gk7OBP0r51M897sRZseU7n3OMm.jpg""}]",Nobody Knows,2517,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.best_actress,won,"[{""name"": ""Maggie Cheung"", ""role"": null, ""tmdb_person_id"": 1338, ""profile_path"": null}]",Clean,39851,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.best_screenplay,won,"[{""name"": ""Agnès Jaoui"", ""role"": null, ""tmdb_person_id"": 28279, ""profile_path"": ""/8QORX3JozZ9eyHN4VyXPqWza9qV.jpg""}, {""name"": ""Jean-Pierre Bacri"", ""role"": null, ""tmdb_person_id"": 28281, ""profile_path"": ""/h1YxoWMCv0vN6xoK1H4GMqFtdy7.jpg""}]",Look at Me,11399,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.camera_dor,won,"[{""name"": ""Keren Yedaya"", ""role"": null, ""tmdb_person_id"": 19939, ""profile_path"": null}]",Or (My Treasure),1918,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
2004,cannes.short_film_palme_dor,won,"[{""name"": ""Cătălin Mitulescu"", ""role"": null, ""tmdb_person_id"": 125282, ""profile_path"": ""/fpFgCgMdPm6CL9GPz4egxakSljC.jpg""}]",Trafic,87929,false,auto_verified,,2026-05-03T12:51:34.497350+00:00
