"year","category_id","result","recipients_json","film_title","film_tmdb_id","co_winner","verified_status","notes","scraped_at"
"2016","cannes.palme_dor","won","[{""name"": ""Ken Loach"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","I, Daniel Blake","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.grand_prix","won","[{""name"": ""Xavier Dolan"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","It's Only the End of the World","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.jury_prize","won","[{""name"": ""Andrea Arnold"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","American Honey","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.best_director","won","[{""name"": ""Cristian Mungiu"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Graduation","","true","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.best_director","won","[{""name"": ""Olivier Assayas"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Personal Shopper","","true","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.best_actor","won","[{""name"": ""Shahab Hosseini"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","The Salesman","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.best_actress","won","[{""name"": ""Jaclyn Jose"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Ma' Rosa","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.best_screenplay","won","[{""name"": ""Asghar Farhadi"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","The Salesman","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.camera_dor","won","[{""name"": ""Houda Benyamina"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Divines","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
"2016","cannes.short_film_palme_dor","won","[{""name"": ""Juanjo Giménez"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Timecode","","false","auto_verified","","2026-05-03T12:52:01.044529+00:00"
