year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2018,cannes.palme_dor,won,"[{""name"": ""Hirokazu Kore-eda"", ""role"": null, ""tmdb_person_id"": 25645, ""profile_path"": ""/9Quu2Jo5ItVgs8V1YPCaLEHc8y1.jpg""}]",Shoplifters,505192,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.grand_prix,won,"[{""name"": ""Spike Lee"", ""role"": null, ""tmdb_person_id"": 5281, ""profile_path"": null}]",BlacKkKlansman,487558,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.jury_prize,won,"[{""name"": ""Nadine Labaki"", ""role"": null, ""tmdb_person_id"": 53431, ""profile_path"": ""/mV1JAlM4CAdzosSqZs2ch2TPKLS.jpg""}]",Capernaum,517814,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.best_director,won,"[{""name"": ""Paweł Pawlikowski"", ""role"": null, ""tmdb_person_id"": 64194, ""profile_path"": null}]",Cold War,440298,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.best_actor,won,"[{""name"": ""Marcello Fonte"", ""role"": null, ""tmdb_person_id"": 1699129, ""profile_path"": null}]",Dogman,483184,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.best_actress,won,"[{""name"": ""Samal Yeslyamova"", ""role"": null, ""tmdb_person_id"": 584306, ""profile_path"": null}]",Ayka,519185,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.best_screenplay,won,"[{""name"": ""Alice Rohrwacher"", ""role"": null, ""tmdb_person_id"": 931211, ""profile_path"": ""/8xDpjRUr6hlS7aGh8W0DkNbfby7.jpg""}]",Happy as Lazzaro,481432,true,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.best_screenplay,won,"[{""name"": ""Jafar Panahi"", ""role"": null, ""tmdb_person_id"": 120229, ""profile_path"": null}]",3 Faces,517731,true,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.camera_dor,won,"[{""name"": ""Lukas Dhont"", ""role"": null, ""tmdb_person_id"": 1274468, ""profile_path"": ""/viS3o7SiJKjRaJraHrWEPCH532m.jpg""}]",Girl,210577,false,auto_verified,,2026-05-03T12:52:05.684076+00:00
2018,cannes.short_film_palme_dor,won,"[{""name"": ""Charles Williams"", ""role"": null, ""tmdb_person_id"": 65432, ""profile_path"": null}]",All These Creatures,517667,false,auto_verified,Manually inserted — absent from Wikipedia article,2026-05-03T21:09:03.457434+00:00
