"year","category_id","result","recipients_json","film_title","film_tmdb_id","co_winner","verified_status","notes","scraped_at"
"2010","cannes.palme_dor","won","[{""name"": ""Apichatpong Weerasethakul"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Uncle Boonmee Who Can Recall His Past Lives","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.grand_prix","won","[{""name"": ""Xavier Beauvois"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","[[Of Gods and Men (film)|Of Gods and Men]]","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.jury_prize","won","[{""name"": ""Mahamat-Saleh Haroun"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","A Screaming Man","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.best_director","won","[{""name"": ""Mathieu Amalric"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","On Tour","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.best_actor","won","[{""name"": ""Javier Bardem"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Biutiful","","true","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.best_actor","won","[{""name"": ""Elio Germano"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Our Life","","true","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.best_actress","won","[{""name"": ""Juliette Binoche"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Certified Copy","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.best_screenplay","won","[{""name"": ""Lee Chang-dong"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Poetry","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.camera_dor","won","[{""name"": ""Michael Rowe"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Año Bisiesto","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
"2010","cannes.short_film_palme_dor","won","[{""name"": ""Serge Avédikian"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Barking Island","","false","auto_verified","","2026-05-03T12:51:47.173679+00:00"
