year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2007,cannes.palme_dor,won,"[{""name"": ""Cristian Mungiu"", ""role"": null, ""tmdb_person_id"": 20657, ""profile_path"": null}]","4 Months, 3 Weeks and 2 Days",2009,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.grand_prix,won,"[{""name"": ""Naomi Kawase"", ""role"": null, ""tmdb_person_id"": 20658, ""profile_path"": ""/87ETduqOsnFELgm6mkh1URrpDts.jpg""}]",The Mourning Forest,2010,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.jury_prize,won,"[{""name"": ""Vincent Paronnaud"", ""role"": null, ""tmdb_person_id"": 20709, ""profile_path"": ""/nORoAfK0JGLXQKJBNBMGRgexsfL.jpg""}, {""name"": ""Marjane Satrapi"", ""role"": null, ""tmdb_person_id"": 20659, ""profile_path"": ""/raQMpIDQ5RCC8LVYv2iyLQt7kbP.jpg""}]",Persepolis,2011,true,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.jury_prize,won,"[{""name"": ""Carlos Reygadas"", ""role"": null, ""tmdb_person_id"": 20660, ""profile_path"": null}]",Silent Light,2012,true,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.best_director,won,"[{""name"": ""Julian Schnabel"", ""role"": null, ""tmdb_person_id"": 7482, ""profile_path"": null}]",The Diving Bell and the Butterfly,2013,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.best_actor,won,"[{""name"": ""Konstantin Lavronenko"", ""role"": null, ""tmdb_person_id"": 68517, ""profile_path"": null}]",The Banishment,25142,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.best_actress,won,"[{""name"": ""Jeon Do-yeon"", ""role"": null, ""tmdb_person_id"": 20737, ""profile_path"": null}]",Secret Sunshine,2015,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.best_screenplay,won,"[{""name"": ""Fatih Akın"", ""role"": null, ""tmdb_person_id"": 5125, ""profile_path"": ""/jqxUPrXlsAoNPY2GiZaZXUjFbTH.jpg""}]",The Edge of Heaven,2014,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.camera_dor,won,"[{""name"": ""Etgar Keret"", ""role"": null, ""tmdb_person_id"": 55046, ""profile_path"": ""/2E009TQjmDgKOb6WoibjI2vHvJb.jpg""}, {""name"": ""Shira Geffen"", ""role"": null, ""tmdb_person_id"": 55045, ""profile_path"": ""/oyhJ4ADl0YJbPilaYqQww9Yokif.jpg""}]",Jellyfish,6391,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
2007,cannes.short_film_palme_dor,won,"[{""name"": ""Elisa Miller"", ""role"": null, ""tmdb_person_id"": 1315560, ""profile_path"": ""/kJcgsPfrqUKvEnpaKdIZH7bJECg.jpg""}]",Ver Llover,339675,false,auto_verified,,2026-05-03T12:51:40.755470+00:00
