year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2014,cannes.palme_dor,won,"[{""name"": ""Nuri Bilge Ceylan"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Winter Sleep,265169,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.grand_prix,won,"[{""name"": ""Alice Rohrwacher"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",The Wonders,265226,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.jury_prize,won,"[{""name"": ""Xavier Dolan"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Mommy,265177,true,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.jury_prize,won,"[{""name"": ""Jean-Luc Godard"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Goodbye to Language,114982,true,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.best_director,won,"[{""name"": ""Bennett Miller"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Foxcatcher,87492,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.best_actor,won,"[{""name"": ""Timothy Spall"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Mr. Turner,245700,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.best_actress,won,"[{""name"": ""Julianne Moore"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Maps to the Stars,157851,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.best_screenplay,won,"[{""name"": ""Andrey Zvyagintsev"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Oleg Negin"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Leviathan,14372,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.camera_dor,won,"[{""name"": ""Marie Amachoukeli"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Claire Burger"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}, {""name"": ""Samuel Theis"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Party Girl,266030,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
2014,cannes.short_film_palme_dor,won,"[{""name"": ""Simón Mesa Soto"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]",Leidi,329116,false,auto_verified,,2026-05-03T12:51:56.237388+00:00
