"year","category_id","result","recipients_json","film_title","film_tmdb_id","co_winner","verified_status","notes","scraped_at"
"2011","cannes.palme_dor","won","[{""name"": ""Terrence Malick"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","The Tree of Life","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.grand_prix","won","[{""name"": ""Nuri Bilge Ceylan"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Once Upon a Time in Anatolia","","true","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.grand_prix","won","[{""name"": ""Jean-Pierre and Luc Dardenne"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","The Kid with a Bike","","true","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.jury_prize","won","[{""name"": ""Maïwenn"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Polisse","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.best_director","won","[{""name"": ""Nicolas Winding Refn"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Drive","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.best_actor","won","[{""name"": ""Jean Dujardin"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","The Artist","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.best_actress","won","[{""name"": ""Kirsten Dunst"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Melancholia","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.best_screenplay","won","[{""name"": ""Joseph Cedar"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Footnote","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.camera_dor","won","[{""name"": ""Pablo Giorgelli"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","Las Acacias","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
"2011","cannes.short_film_palme_dor","won","[{""name"": ""Maryna Vroda"", ""role"": null, ""tmdb_person_id"": null, ""profile_path"": null}]","[[Cross-Country (2011 film)|Cross-Country]] (Крос)","","false","auto_verified","","2026-05-03T12:51:49.697320+00:00"
